id	darija	loan_words_list
2959	wach kayn boTon dyal tawari2	boTon
2968	wach tilifon dyalk m3ak	tilifon
2969	wach 8azz m3ak tilifon dyalk	tilifon
2986	awdi tilifoni mkhddamch fhad lbwaTa tl7bs	tilifoni, lbwaTa
2987	nta khasak tdbber 3la tilifon 7sen	tilifon
3059	wach haz m3ak tilifon dyalk	tilifon
3074	mazal n9dr nkhraj tilifoni onkhdm b Google	tilifoni
3079	ikhsar ssansour 3mmro kan lwa9t lmonasib	ssansour
3200	ana 3yan bzaf lyoum dakchi 3lach kangol nb9aw 7da la piscine	piscine
3224	ay 7aja mn ghir nb9a 7da lapisin	lapisin
3310	bgra kad7ak b l'anglais	anglais
3339	achman dissir katsweb	dissir
3366	awalan tomobil khsrat	tomobil
3371	chef dyali makanch nachT	chef
3374	wach khrajti mn tomobil dyalna bach tchad train	tomobil, train
3378	Tomobil khsrat dakchi 3lach khlitha f janb Tri9	Tomobil
3387	La tomobil kayna flgaraj katsla7	tomobil, garaj
3390	mnghir lmochkila ssghira t transport kifach l3ala9a dyalk dayra m3a chef dyalk	transport, chef
3408	idan rah 3id miladi simana jaya obghit ndir 7fla kbira	simana
3504	kanDn a7san film 3ndi kan Forrest Gump	film
3520	o chno f ddisir	ddisir
3524	khdithom mli kant kantfaraj f Masterchef f tlfaza	tlfaza
3572	imkan aykhasna nchofo chi moch3wid i3awna ndiro chi haja l chef dyali	chef
3587	wakha i3ni ghadi n7tajo nsr9o flos man lbanka	lbanka
3600	Ah kanDn bli aykhsna nwarko 3la boton mokalamat Tawari2	boton
3609	kanDan bli lkhddama 3yyTo l bolis	bolis
3772	kan nhari mkalmi	mkalmi
3809	ra2is dyal mirikan	mirikan
3884	ntla9aw simana jaya	simana
3912	imkn n9adro ndiro kika dyal limon b lfraise	kika, lfraise
3917	m3a hadchi f i3tibar kandan khasna nkhaliw kika dyal limon o nrakzo 3la maklat akhaf	kika
3984	kanbghi l7ot o chips	chips
3989	kanbghi l7ot o chips bzaf walakin makanakolch bzaf dyal l7am	chips
4005	ana mstressi chwia daba	mstressi
4032	ghadi nakhod taxi	taxi
4117	frasi nta ostad tl anglais	anglais
4182	kankhadmo bach ntfrrj f tlfaza o l9raya t lktoba	tlfaza
4201	3ndi maw3id m3a 2akhisa2i dyal romatizm m3a 300	romatizm
4343	kimma kan l7al chef dyalk kan dima mzyan m3ak	chef
4375	wach ghadi takhod tomobil mli tkon ghadi tkhraj	tomobil
4391	ewa kidazt ssimana dyalk	ssimana
4403	dwi m3a chef dyalk ochof wach i9dro i3awnok	chef
4405	ila kanti mstressi okat7taj 3oTla fhadchi maghadi iddi ghir ma kfes	mstressi
4436	chokran 3la lmosa3ada dyalk doctour	doctour
4513	ymkan simana jaya	simana
4523	kandawz l3otlat dyal lkhar simana f9raya dyal toyor okan9lab 3la anwa3 nadira	simana
4614	katgol bli lkhadamat dyalha fabor walakin mamt2akadch chno kat9sad	fabor
4621	o3ndi karTa tahia	karTa
4695	imkn ghatkon mrta7 7sen fdik Tbla lour l8i8	Tbla
4754	imkan nbarmjoha fl weekend jjay dyal may	weekend
4817	o cocktail	cocktail
4857	walakin imkn chwiya dyal chips aykono mzyanin	chips
4861	9sadt 3adi l chips sma7 liya	chips
4862	mzyan 3ammatan ana kansrbi chips m3a had lcocktail	chips, lcocktail
4865	wakha ghadi nakhod l7ot o chips flowel o ghadi nakhod lburger mn ba3d	chips, lburger
4866	kantmna tkon ba9ia blasa l ddisir mora hadchi	ddisir
4886	chips ghadi tkon mzyana ghanmout b jo3	chips
4891	ah s7abli kan fabor m3a tlj	fabor
4895	chips katji fhad zlafa sghira katji m3a lmachrob dyalk	chips
4988	lfrmaj choklat	lfrmaj, choklat
4990	sac dyali t9il bzaf	sac
4995	lkhota hia nchdd taxi l parTma dyalha	taxi, parTma
4997	kayban liya taxi fikra mzyana	taxi
5033	kay3jbni mnin kay3tiwna makla fabor	fabor
5065	n9adro n9ado l7wayj asasiya b7al chips	chips
5121	hadchi 3lach ghadi n9tar7 ntla9aw mrra f simana lmoda dyal stt ch8or	simana
5123	khaliha joj mrrat f simana o Dobl lkhlas dyalk	simana, Dobl
5135	wach 3ndak tilifon	tilifon
5136	ila siftti message lsikritira ghadi t3lm8om	message, sikritira
5142	ah wach bghiti nsllfk tilifoni	tilifoni
5154	rah kayn fl PC dyali likayn fl biro dyali	PC, biro
5160	3tini tilifonk	tilifonk
5171	batri dyal tilifonk na9sa bzaf	batri, tilifonk
5181	3lach manbrkoch 3la boton dyal indar	boton
5193	wach 3ndk tilifonk wla magana dyalk	tilifonk, magana
5194	ah 3andi magana	magana
5195	tilifoni decharja	tilifoni, decharja
5201	3ndi chwiya dyal biskwit f sac dyali	biskwit, sac
5209	l7osn l7aD haz m3aya tilifoni	tilifoni
5213	n9adro nkhdmo ddo li f tilifoni	tilifoni
5214	hada tilifoni machi dyalk	tilifoni
5215	wach hada tilifonk	tilifonk
5216	la hadak tilifon dyal Naima	tilifon
5318	o daba chno f ddisir	ddisir
5361	kanfdel nb9a 7da lapisin	lapisin
5383	walakin kantsa2l wach machi 7sn nb9a hi 8na mrta7 7da la piscine	piscine
5393	3ndna la piscine lina bjoj	piscine
5409	chef dyali maghadich ikon fr7an	chef
5435	kanakhd Tyara kol simana	simana
5440	dima kay3Tiwni kikat zaydin	kikat
5448	ana kat3jbni kika mzyana	kika
5450	Christine wach 3ndak chi kika hya lwla lsa7bi	kika
5644	blmonasaba wach 3andak tilifon	tilifon
5646	wach tilifonk mcharji	tilifonk, mcharji
5649	ozid 3la dakchi ma3ndnach rrizo	rrizo
5650	ghadi n7tajo n3awlo 3la tilifoni	tilifoni
5658	ahlan madame Smith	madame
5743	makntch mwalaf mzyan had simana	simana
5789	rah kaydob daba f sac dyali	sac
5800	wrakt 3la boton dyal l2itisal	boton
5811	tilifon dyali mafihch rrizo	tilifon, rrizo
5815	ghadi nDDem blan kbir f London simana jaya	blan, simana
5822	kan9sad blli bzzez bach kan3s had simanat lidazo	simanat
5838	ala dbbrna 3la klyan	klyan
5857	ddi l'ascenseur l l'etage wahd	ascenseur, etage
5895	7at tilifonk b3id 3afak	tilifonk
5918	ana chef f cousina o7ta chef tl3ala9at l3amma	chef, cousina, chef
5921	kif glt lik ana chef oghadi dir dakchi li glt lik	chef
6045	yomayn wana kanchof nas 7da la piscine	piscine
6089	tilifoni Tfa ta8owa	tilifoni
6214	ta9riban kol simana lkhadma dyali	simana
6406	wla ghir tl9a super marche kaybi3 lmonatajat liwllft	super marche, lmonatajat
6443	sma7 liya m3atal walakin ana f tilifon	tilifon
6446	fnihaya dyal simana idan	simana
6457	mnin nta fdar daba kanftaraD bila 9aditi tomobil	tomobil
6469	knt bghit n3ayat 3la taxi	taxi
6514	o kolchi mstressi m3a had lmodir	mstressi
6532	7tarm l9awa3id dyal n3as b7al maykonch 7dak PC wla tilifon 9bal matmchi tn3s 7tta tlfaza	PC, tilifon, tlfaza
6543	kantmana tastafad l a9Sa 7ad mn l3ota had simana bach tbadal afkark	simana
6551	wakha a chef	chef
6586	ghadi ykon 3andna mti7an ila kan hadchi likat9sad simana jaya nhar lkhmis	simana
6603	kifach dwztiha mn lbolis	lbolis
6605	wakha ila w93at lina ksida maghadich yb9aw lik liddin	ksida
6614	3tini sac lwara9i	sac
6618	loTilat makaybanoch mori7in bzaf	loTilat
6622	ana mn mirikan	mirikan
6623	7na mn mirikan	mirikan
6631	wach nta mn mirikan	mirikan
6632	wach nti mn mirikan	mirikan
6633	wach ntoma mn mirikan	mirikan
6634	mnin nta f mirikan	mirikan
6635	mnin nti f mirikan	mirikan
6636	mnin ntoma f mirikan	mirikan
6687	hadi Tbla	Tbla
6777	kaynin bzzaf dlktouba fog Tbla	Tbla
6808	ssimana lli fat Said ktb risala l Sa7bo	ssimana
6818	wach 3mmrk chrbti atay b n3na3 f mirikan	mirikan
6862	maghadich nkhli hadchi iw9a3 a chef	chef
6867	an9ddmo daba a chef	chef
6869	bla 7lib a chef	chef
6877	wakha hwa f nadi lgolf dyali	lgolf
6878	wach kayl3ab lgolf m3ak	lgolf
6881	aykhas ikono 2asatida khrin makayl3boch lgolf	lgolf
6882	makan9darch ntkhayal lla Noha katl3ab lgolf	lgolf
6913	obTTab3 kika	kika
6994	forchiTa	forchiTa
7045	tfa lia tilifoun	tilifoun
7058	dayra rrijim	rrijim
7080	l pissi khser lia	pissi
7171	ghanSawb kika	kika
7288	wach kriti Tomobil	Tomobil
7323	dert ksida	ksida
7461	ina film	film
7517	3Tini forchiTa	forchiTa
7593	kannakol kika	kika
7754	jab liyya kado	kado
7755	3jebni lkado	lkado
7756	lkado zwin	lkado
8096	chrit Sak jdid	Sak
8250	awwel simana	simana
8319	rbe7na l match	match
8331	mou3ad kaytferrj f film	film
8367	l9raya ghadi tbda ssimana jjayya	ssimana
8410	kayl3b l karTa	karTa
8445	3ndo tomobil	tomobil
8738	sbegh lkouzina b SSfer	lkouzina
8779	ssimana jjayya	ssimana
8780	ssimana li dazet	ssimana
8781	ssimana li fatet	ssimana
8851	ddisir kan 7ameD bzzaf	ddisir
8867	khti kaTTeyeb f lkouzina	lkouzina
8891	dert kika dyal chchklaT	kika, chchklaT
8892	sawwebt kika dyal chchklaT	kika, chchklaT
8950	8wwa bogos	bogos
9176	ana mSafer l mirikan	mirikan
9455	tlebt kridi mn lbanka	kridi, lbanka
9519	ja8 kado	kado
9520	chokran 3la lkado	lkado
9521	bghit nchri li8 kado	kado
9522	8ada kado dyal khoya	kado
9523	chrit 8ad lkado lyoum	lkado
9524	bghit lkado ytghllef	lkado
9538	tche88it ntferrej f film wata2i9i	film
9561	makayna 7etta 7aja fabor	fabor
10512	kolla simana	simana
10513	kola simana	simana
10615	simana	simana
10651	weekend	weekend
10768	magana	magana
11020	bsh7al ghadi nsift cart postal l'mirikan	cart postal, mirikan
11108	simana lli fatt said ktb bra l sa7bu	simana
11212	wach 3andek ra9m tilifoun	tilifoun
11233	bghit nchof 3afak chambre hia lawla 	chambre
11314	syebt tilifouni	tilifouni
11324	5ansafer simana jaya	simana
11334	anmchi l new york simana jaya	simana
11339	anakoul dissir	dissir
11362	kantfrj f film	film
11388	anmchi l bureau	bureau
11397	anmchi ntrini f la salle	ntrini, salle
11427	safi an9t3 l garro	garro
11534	kan9lb 3la sac dial jeld	sac
11601	dert wa7d kikat dial cheklat	kikat, cheklat
11605	3emi jab liya wa7d lbouquet dial werd simana li fatet	bouquet, simana
11628	5oya kant darah derss simana li fatet	simana
11701	3endi wa7d lista	lista
11751	3jebni l7al mli be3edt mn tilifouni	tilifouni
11764	hadik tlfaza kbira ou 5alya	tlfaza
11822	swebna lista ou 3tinaha lsamantha	lista
11844	lalarm sonat bjehd	lalarm, sonat
11846	chef tyeb wa7d chhiwa bnina	chef
11860	chef 9ad lmakla msian	chef
11885	lclian 5less chash bach maydiwch liha lbanka chi dara2ib ila sta3mel carta	lclian, cash, lbanka, carta
11927	sport kay5lik katn3ess 7ssen mn lewwel	sport
11938	wach cheti had l2ayam chi film zwin	film
11947	kifach kadir fliyam li katkoun fihom mstressi ou 3amer 5edma 	mstressi
11952	ma3emerek majerbti chi sport 9ase7 oula mchiti fchi mou5amara s3iba 	sport
11990	achanhiya a7ssen tari9a 3endek bach tdir sport 	sport
12011	achnahowa a7ssen sport 3endek 	sport
12050	achnahowa a7ssen sport kadirou berra 	sport
12065	ma3emrek majrebti chi sport jdid 	sport
12109	kant3elem bach ndir piano	piano
12204	achnahowa a7ssen match 7dertih 	match
12211	ma3emrek matfrejti fchi film 3la riyada 	film
12214	ma3emrek macharkti fchi match riyadi 5ayri 	match
12222	kifach kat5tar restora mli katkoun msafer 	restora
12240	wa tchehit chi pizza daba	pizza
12245	tan5tarou chi iila ntfrejou fiha fchi film rani mwejed lista dial lfilmat	film, lista, lfilmat
12320	ana m9tan3 bli l pizza hia lou5a l3alamia dial sa3ada	pizza
12323	39lti fach kena kandarbou 3la telecommande dial tlfaza b7al ila 7na f chi 7arb 	telecommande, tlfaza
12330	39lti fach kna kandarbou 3la chkoun aya5oud a5ir terf dial pizza 	pizza
12354	kifach kadwez weekend 3adi 	weekend
12427	chnou a7ssn sport 3ndek 	sport
12450	yallah ncommandiw chi pizza ou ntfrejou fchi film	ncommandiw, film, pizza
12499	bayna kikat cheklat	kikat, cheklat
12564	t 9der tchouf liya wach kayn chi solde flproduiyat tendif had simana 	solde, produiyat, simana
12573	ach ban lik njrebou hadak restora jdid flmdina had simana 	restora, simana
12620	t9der tdwi lina 3la regime li katb3ou bach tb9a fhad lforma 	regime, lforma
12645	kan match s3ib walakin tbe3na l5ota dilana	match
12655	t7ekmna frythme dial match ou hadchi 3awena bezzaf	rythme, match
12687	kant b7al chi le9ta dial chi film	film
12701	salam l9itini kangoul m3a rassi moudda hadi makhrjna l chi restora meziana	restora
12705	kayn wa7d restora taliania flmdina wa3ra	restora, taliania
12722	safi mtaf9in jem3a fllil restora talyania ou makla zwina	restora, talyania
12727	3ndek l7e9 modda hadi mathelina frassna ou mchina lchi restora nadia	restora
12729	achban lik njerbou hadik restora jdida	restora
12733	ghatkoun a7san tari9a bach nsaliw ssimana	ssimana
12736	sme3t restora 3endhoum wa7ed lgelssa lfo9 mhewya o fiha choufa meziana	restora
12740	ach ban lik had lweekend ntfrejou fchi film flil	lweekend, film
12745	ghadi ykon film m3etel nhar l7ed flil	film
12748	film ou 3cha a7ssen combo	film, combo
12767	kayna 7ta dyal sinyal	sinyal
12771	ШЊghir bi sinyal	sinyal
12912	madarrch simana	simana
13216	bi3ihom kol simana	simana
13418	snitt contra safi	snitt, contra
13422	dir projet dyalk	projet
13446	f web hata ana	web
13451	chi likansawro min web	web
13633	marhba tasjiiil fabor	fabor
13664	n5dm biha ghi had simana	simana
13681	transport kaywslo tal 1000dh	transport
13813	rah had simana kolha	simana
13821	hd simana ma4adix nmxi lstg	simana, stg
13846	mohl nmxiw had simana	simana
13847	nkml had simana	simana
13901	mxt 4lst 3nd mha simana	simana
13903	inta had simana bsalama	simana
14013	rah rizo li makinx	rizo
14308	7aydt lwifi had simana	simana
14317	ma3rt mal tlfaza 5srat	tlfaza
14481	l3ars daz simana li fatt	simana
14547	makin rwah had simana	simana
14591	tobis ba9i maja	tobis
14607	svp wach kayn chi 1 drri dwez un stage f onep	stage
14608	li 3nduu rapaport de stage	rapaport, stage
14644	n9adro ndiro stage	stage
14645	stage maykoun fih hta mouchkil	stage
14646	fyt lik drti xi stage	stage
14649	dawzt stage f laboratoire	stage, laboratoire
14718	kayn f site d fst hwa chef dГ©partement	site, chef, departement
14720	men l2ahsn nsfto lih fi email rasmi	email
14730	misaj ma4adix y9rah bkri	misaj
14735	seftelih email hsan	email
14739	mazyan seftehlih f email	email
14749	stage li mohim	stage
14751	nmxiw nhoto lmilf 3la wad stage	stage
14767	had l partma mamfrouchach	partma
14778	matkhafch l film rah akhla9i	film
14879	kayn chi dissir kikoun mawsimi	dissir
15000	rah mola9ab ba7ssen restora	restora
15001	ra site mtassel blprogramme dial restora	site, programme, restora
15002	rah 9rib lina restora	restora
15030	rah mcharji tilifouni	mcharji, tilifouni
15063	rah m3rouf hadak restora ghir sir liha 3la 7sabi	restora
15099	rah 5ti 5atzwej simana jaya 5assna nchriw liha chi cado	simana, cado
15104	rah morta9ab simana jaya tkoun 3asifa	simana
15124	rah 5edam fsectour tijari dial banka	sectour, banka
15182	rah mt7errin hadi simana	simana
15339	rah lboliss 7adin tilifouni	lboliss, tilifouni
15420	rah 5ar9a la piscine	piscine
15507	rah 9diim had tilifoun	tilifoun
15532	rah jdid had tilifoun	tilifoun
15746	rah triya had dissir li chriti bayna fih	dissir
15756	rah n9i had restora	restora
15878	ana ghadi n7et tilifoun fo9 tabla	tilifoun, tabla
15946	ana ghadi ntej lik chwiya dial dissir	dissir
16168	ana ghadi n wde3 dam tilifoun fsak	tilifoun, sak
16178	ana ghadi n rje3 lik floussek simana jaya	simana
16181	ana ghadi ntfi tilifoun	tilifoun
16193	ana ghadi ntrini 3lik	ntrini
16215	ana ghadi ncharji tilifouni	ncharji, tilifouni
16330	ana ghadi n7taker tsedir dial dissir	dissir
16377	mab9itch baghi n charji tilifoun aslan lbatterie dial myet	charji, tilifoun, lbatterie
16413	mab9itch baghi ntyeb chi kika katb9a ghir kat5ser liya ftelaja	kika
16575	mab9itch baghi n sdder dak dissir lsbenya	dissir
16610	rani knt mchit l restora	restora
16662	rani knt kmlt l film	film
16679	rani knt sifet lik message	message
16714	rani knt l9it stylo	stylo
16718	rani knt sawebet kika	kika
16743	rani knt sawebt tlfaza	tlfaza
16868	koun ghir 9dert nkemmel f regime	regime
17046	3lach mabghitich trkb f taxi	taxi
17170	3lach mabghitich tchri dak sac rkhiss	sac
17209	3lach mabghitich t ban f tlfaza	tlfaza
17392	kan kis7ab liya ghadi ye9bet dak tilifoun li le7t lih	tilifoun
17404	kan kis7ab liya ghadi ychfer dak deri mli kan haz tilifoun	tilifoun
17422	kan kis7ab liya ghadi ntkalma de5ya	ntkalma
17616	kan kis7ab liya ghadi yji de3m dial lchifforat simana jaya	chifforat, simana
17775	mandench ghadi nchri lik dak tilifoun li baghi	tilifoun
17860	mandench ghadi nsdder dissir f2ifri9ya lte7t	dissir
17879	mandench ghadi yrjje3 liya lmelyoun li mdayr m3ah yrej3ha fla5ar dial simana	simana
18095	mandench ghadi ytfa tilifoun d5ya	tilifoun
18098	mandench ghadi n9echcher dak dissir	dissir
18107	mandench ghadi ntrini m3ak	ntrini
18442	t3etli bezzaf bach tbda sport	sport
18445	t3etli bezzaf bach t7owwel floussk lbanka akhra	lbanka
18540	t3etli bezzaf bach tcheteb l balcon	balcon
18544	t3etli bezzaf bach tbronza	tbronza
18624	t3etlti bezzaf bach tjreb had sport	sport
18889	nt7edak tleb chi credit men lbanka	credit, lbanka
18903	nt7edak t sdder dak dissir jiht dak lblad ra mamnou3	dissir
18924	tanfkker wach nched taxi	taxi
18927	tanfkker wach nched tobis	tobis
18947	tanfkker wach njib m3aya sac zayd	sac
19011	tanfkker wach ay3jbni l film	film
19186	3emrek t medded contra m3a patron maki7taremch	contra, patron
19256	3emrek t twe99e3 chi natija dial chi match ou t5ater 3liha ra 9mer	match
19490	3emrek t 9chcher dissir bhad tari9a chi nhar 5adreb idik	dissir
19658	3emrek jerebti tchri chi tilifoun 5ali	tilifoun
19710	3emrek jerebti tjessed chi dawr mafihch l7ya fchi film	film
19717	3emrek jerebti te3ti tilifoun lchi wa7ed y3eyet	tilifoun
19781	3emrek jerebti trfed chi contra ou ndemti 3liha	contra
19785	3emrek jerebti tzrreb chi wa7ed fla5ar dar ksida	ksida
19845	3emrek jerebti tsedder had new3 dial dissir	dissir
19867	3emrek jerebti dir regime	regime
19943	3emrek jerebti tr3a lbguer ou tb9a m3ahom simana kamla	simana
20003	3emrek jerebti tsrre3 chi kika tal had daraaja	kika
20031	3emrek jerebti tsne3 chi tilifoun	tilifoun
20032	3emrek jerebti tfertek chi tilifoun	tilifoun
20112	koun ghir 9dert n dawwa fhad sbitar fabor	sbitar, fabor
20160	koun ghir 9dert n di chi 3erd wa3er fhad restora	restora
20165	koun ghir 9dert n 3ser msian dak dissir	dissir
20185	koun ghir 9dert n sdder dak dissir li chayt 3endi	dissir
20415	koun ghir 9dert n tfi fak tilifoun bach maysed3ounich nass	tilifoun
20448	koun ghir 9dert n charji tilifouni hna	charji, tilifouni
20483	koun ghir 9dert n 9aad dak tilifoun kolo mferche5	tilifoun
20663	3lach mabghitich t 7errek dak tilifoun ou debber 3la chi dar dial kra fabor	tilifoun, fabor
20932	tanfkker wach khelletet kika lbar7	kika
20935	tanfkker wach khemmelt dar dik simana	simana
21007	3lach mabghitich t 5rrej floussek men lbanka	lbanka
21023	3lach mabghitich t jerreb had la piscine	piscine
21064	tanfkker wach mse7ni mn lista	lista
21282	tanfkker wach stylo maghayt9adach lih l7ibr dialou	stylo
21367	tanfkker wach ntsellef mn lbanka	lbanka
21374	kantsenna fik t 3ser dak dissir	dissir
21404	kantsenna fik t ntej had new3 dial dissir	dissir
21407	kantsenna fik t nezel taman dial de5la lhad la piscine	piscine
21512	sir khoud cridi mn lbanka	cridi, lbanka
21521	sir ferre9 3lihoum l fanid	fanid
21597	kantsenna fik t dir chi regime 3la 7e99ou tri9o	regime
21667	sir tsower 3la 9bl l passpor	passpor
21747	kantsenna fik t jerreb had restora	restora
21944	kantsenna fik t 7essen men ljouda dial restora dialek	restora
21947	kantsenna fik t charji liya tilifouni mora ma tasali men charje	charji, tilifouni, charje
22053	khlini nsift lih message	message
22140	kantsenna fik t 3dded liya ch7al ba9i men simana ou nd5el ne9ra	simana
22295	mabghitich t tfawdni 3la dak restora li baghi tbi3 lyouma	restora
22352	bla matched taxi	taxi
22353	bla matched tobis	tobis
22372	bla mat7awel takhoud cridi mn lbanka	cridi, lbanka
22725	bla ma tdir regime lyouma	regime
22726	bla ma t9t3 lia kika	kika
22834	ana tarkb 3la pikala	pikala
22921	ewa khssara kon fakart fiha simana fayta	simana
22928	simana jaya inchaalh ntla9aw	simana
22986	sf hta nji bi pikala	pikala
23042	chkon li3ndo l code tl9anoun ljina2i	code
23084	wa 9ila simana jaya rebama	simana
23268	simana 7sboh	simana
23303	dima mkalmi	mkalmi
23571	sift liya compte dyalk	compte
23691	nmra dylk	nmra
23769	kif dima la routine	routine
23795	nti ki xi film dyl lkhli3	film
23851	wdima sport kif dima	sport
23871	pikala ghalya bdk taman	pikala
23880	xadit taxi sghira	taxi
23882	ana wyha f taxi	taxi
23904	wjib tomobil bzrba	tomobil
23926	ndiro sport m3a 6	sport
23941	ana f partma wdoz	partma
24001	sawab lih tomobil	tomobil
24102	goliya 3tini nmra dylo	nmra
24109	khalit lih message	message
24117	nhawl nsift fhd simana	simana
24138	ghi maslak message	message
24180	nmra dyalou	nmra
24360	mol taxi kaytsana	taxi
24368	3andna match gheda	match
24388	wghadi ntrini wnji	ntrini
24392	rah kayna ksida tmak	ksida
24432	ila mafhmch daba fabor	fabor
24491	ajo nl3bo chi match fl3chiya	match
24504	hit fabor kay hars lbabor	fabor, babor
24514	ghyr hwa lforma dyalo tkon fiha sima zaida chwia	lforma, sima
24516	ola oslti lchy drja ktar fiha sima	sima
24520	ola diawl lbit ktar fihom sima format drjat tkon zaida 3la lakhra	sima
24527	khoya adyri sima hriyra	sima
24591	hadi hiya tomobil li b5ayt	tomobil
24641	takhfid makaynch had simana	simana
24778	t 9der tchouf liya wach kayn chi solde flproduiyat tendif had simana 	solde, produiyat, simana
24797	tan5tarou chi iila ntfrejou fiha fchi film rani mwejed lista dial lfilmat	film, lista, filmat
24824	simana jaya 5anmchi ndir wa7ed l3amaliya 3la 3eyni	simana
24839	koula 3am kanchri tilifoun jdid	tilifoun
24840	simana jaya nawin nktachfou chamal kolo dial lblad	simana
24890	baghi n7el chi compte flbanka	compte, lbanka
24894	5anmchi nched taxi bach nchi lmatar ntlega lrajli	taxi
24906	chher ou ana 5edam fwa7ed projet fla5ar nseb 3liya wa7ed lberhouch	projet
24967	ah fkertini lahila simana li fatet dert ski ou te7t ou t9esse7t chwiya	simana, ski
24980	kanden pizza walakin nti klitiha lbare7 oula chi sandwich 7ssen	pizza, sandwich
24983	5assna chi blassa kaybi3ou fiha pizza ou sanwichat ahhhh tekert hadak snack yallah 7el 9rib lina	pizza, sanwichat, snack
24986	safi yallah nmchiw lahadak restora li 7elouh jdid 7da l9awss ana 5ana5oud ghir 3assir	restora
24994	kanden ghir chlada bach nb9a mtebe3 regime rani 5ladit	regime
24995	msian bghitina nmchiw lhadak restora li kay3jbek dial dkchi dialhom si7iy	restora
25001	ah a lalla mer7ba kaynin bezzaf dial lblayss walakin siri lmarchi howa a9rab wa7ed walakin chedi taxi 7ssen	blayss, marchi, taxi
25002	achno ngoul lmoul taxi bach yweselni lih	taxi
25006	n9edrou nchoufou fchi site 3ka chi restora	site, restora
25068	drari nmchiw lyouma lcinema ntfrejou fchi film	cinema, film
25069	ina film bach nkjawbouk	film
25070	wa bayna film dial l5li3 a5ir wa7ed li kolchi baghi ytfrej fih kolchi	film
25081	5anmchi simana jaya lnew york 3la 9bel l5edma	simana
25092	5anb9a wa7ed simana b7alokak tahiya m7eda flwra9i	simana
25093	wa5a tfoutha 3endek 5arama ou 5atb9a fhad lhotel wa5a ghir t5roj ya ima ched lcar kaynin li kayweslou lih dirikt oula taxi ra tgoulih ghir smiya ra yweslek	lhotel, lcar, dirikt, taxi
25173	5anmchi ndir sport wa ch7al 5lid wlit	sport
25189	bghit n3rf wach kayn chi taxi 9rib	taxi
25193	3fak t9der t3tini code dial lwifi 	code
25295	l9aw liya lboliss tilifoun li kan mchfour	lboliss, tilifoun
25314	nsit lcode dial tilifouni	lcode, tilifouni
25332	9herni regime bghit ghir imta nrje3 nakoul dkchi li malfou	regime
25386	had simana 3ndi 3amra	simana
25419	bghit nbda nl3b lgolf	lgolf
25429	ch7al t9il had taxi	taxi
25466	dima lay7 tilifouni makanjweb 3la lmessage ghir bseta ou stin kchifa	tilifouni, lmessage
25467	tilifoun 5rej 3la bnadem	tilifoun
25530	bch7al had sac 	sac
25559	ness sa3a ou ana kantsna f taxi	taxi
25643	khassk tdir regime	regime
25649	hade simana ou ana mrewe7	simana
25739	wa safi 7eme9tina bhad restora safi lyouma nmchiw lih	restora
25808	had simana 3titha gha lmakla d zn9a	simana
25810	achmn sac f hadou dialk	sac
