id	darija	loan_words_list
12541	t9der tchouf m3akw ach ba9i  m had lproduit flma7al	lproduit
12543	t9der tchof liya wach had lproduit msoldi oula la 	lproduit, msoldi
12549	t9der t3awed tscani liya had lproduit 	tscani, lproduit
12551	t9der tgoliya imta 5aytperima had lproduit 	5aytperima, lproduit
12555	t9der tchof liya wach ba9i had lproduit fsite 	lproduit, site
12565	t9der tchouf wach had lproduit yweselni fnefss nhar oula la 	lproduit
12606	t9der tedwi lina 3la le2b dial fer9tel lyouma fpremier mita 	premier, mita
12646	msdoumin kifach drna remontada fdeuxieme mita	remontada, deuxieme, mita
12656	b9ina chadin lpossession	possession
12661	dkchi li 5lana maytmarkach 3lina ta bit	maytmarkach, bit
12669	lhadra dial lmoudarib motivatna bach nle3bou 7ssen fdeuxieme mita	motivatna, deuxieme, mita
12744	ra deja cheft imta ghaykoun lfilm	lfilm
12746	ana kangoul nmchiw nt3echaw 9bel lfilm	lfilm
12761	bia wlina application	application
13848	ghi 5as maydorx lblan	lblan
14581	jiti 3la tonobil	tonobil
14653	sahbti had l3am master chimie	master, chimie
14776	ra mafrasoch lblan	lblan
14908	rah mirikani	mirikani
14909	rah chinwi	chinwa
14932	rah sri3a had tonobil	tonobil
15007	rah momti3 had lfilm	lfilm
15096	rah chra tonobil jdida ou saket wa ch7al metwade3	tonobil
15294	rah tmarka 3lihoum bit 3ekssi	tmarka, bit
15348	rah klasiki had lfilm	klasiki, lfilm
15522	rah 5ali 3liya had l2otel	l2otel
15549	rah 3atinou tonobil tlkhdma	tonobil
15649	rah mirikani 9ra f2oropa	mirikani
15650	rah chinwi 9ra flme5rib	chinwa
15700	rah jahom bit mobachir m3a lbdaya	bit
15870	ana ghadi n5less lblan kamel	lblan
15876	ana ghadi n7eyed lik tilifounek	tilifounek
16027	ana ghadi nsoug awel mra lkar	lkar
16122	ana ghadi nwsel lchher tlata ou ba9i madert walo fhadsk lblan	lblan
16128	ana ghadi n sne3 lik wa7ed tonobil dial do	tonobil
16167	ana ghadi n stoki chwiya dial makla	stoki
16222	ana ghadi nmarki chi bit makaydourch	nmarki, bit
16287	ana ghadi n7seb lik ch7al ba9i 3lik bach tsali traita	traita
16297	ana ghadi n 7bes weldi lmo3a bach maderbou ta tonobil	tonobil
16356	mab9itch baghi n trini safi 3it	trini
16429	mab9itch baghi n chawerek fhad lblan aslan makadihach fhedrti	lblan
16441	mab9itch baghi nbeddel had tonobil	tonobil
16442	mab9itch baghi nshhel 3liya had lblan khlini nt3eddeb	lblan
16474	mab9itch baghi n diklari bik ana msam7ek	diklari
16589	mab9itch baghi nnezzel taman dial lproduit ra 5assrin 3lih	lproduit
16758	kan kis7ab liya ghadi yrejje3 dak lmotor lsa7bou	lmotor
16813	koun ghir 9dert n diklari b had ljarima	diklari
16912	koun ghir 9dert n stoki lmakla	stoki
17056	3lach mabghitich tmchi trini	trini
17171	3lach mabghitich tsayb tonobil	tonobil
17211	3lach mabghitich t doble tonobilat	doble, tonobilat
17243	3lach mabghitich tdfa3 lmotor m3ah	lmotor
17258	kan kis7ab liya ghadi ysoug msian dak lkar	lkar
17261	kan kis7ab liya ghadi trini fl7emri	trini
17263	kan kis7ab liya ghadi yre5wi had lproduit	lproduit
17291	kan kis7ab liya ghadi ymarki bit wa3er sde9 ghir tsati7	ymarki, bit
17317	kan kis7ab liya ghadi y9ad tonobil 9bel maysafer	tonobil
17340	kan kis7ab liya ghadi yjib dak lmotor lsa7bou	lmotor
17394	kan kis7ab liya ghadi y7owwel douk tbassel lcouzina	lcouzina
17416	kan kis7ab liya ghadi yseweb dak lkar li ghadin fih	lkar
17622	kan kis7ab liya ghadi kykemmel dak lfilm	lfilm
17697	kan kis7ab liya ghadi y5dech liya tonobil	tonobil
17715	kan kis7ab liya ghadi tferch5ou tonobil	tonobil
17793	mandench ghadi nseweb lkar	lkar
17920	mandench ghadi tsali connexion dialek de5ya	connexion 
17933	mandench ghadi n5chi dak tilifoune fsaki	tilifoune, saki
17958	mandench ghadi ykri lik chi tonobil	tonobil
18009	mandench ghadi y3awed liya nit dak lblan	lblan
18042	mandench ghadi yrkeb fdak lmotor	lmotor
18049	mandench ghadi nferche5 dik tonobil	tonobil
18104	mandench ghadi nsoug had tonobil mra 5ra	tonobil
18109	mandench ghadi yre5wi liya had lproduit	lproduit
18198	t3etli bezzaf bach trkab tonobil	tonobil
18278	t3etli bezzaf bach trssem lblan dial dra	lblan
18434	t3etli bezzaf bach diklari 3nd lbouliss	diklari, lbouliss
18514	t3etli bezzaf bach trekkez m3a lfilm	lfilm
18553	t3etli bezzaf bach tkhelless traita	traita
18560	t3etli bezzaf bach tchouf chi tonobil lkra	tonobil, lkra
18707	nt7edak tsoug had tonobil	tonobil
18849	nt7edak t seweb liya lboita dial had tonobil	lboita, tonobil
18923	tanfkker wach nmchi f tonobil	tonobil
18929	tanfkker wach nmchi f lmotor	lmotor
18948	tanfkker wach ndi tonobil 3nd lmecanician	tonobil, lmecanician
19092	nt7edak t stowred dak lproduit ra tawa7ed makay9der 3lih	lproduit
19130	nt7edak t 5dech dik tonobil	tonobil
19162	nt7edak t stoki bezzaf men had lkermouss ra bayna 5ay5sser	stoki
19198	3emrek t seweb dik tonobil ra t3ya madir kat5sser	tonobil
19238	3emrek t t5li tilifounek ytla7 lik flma	tilifounek
19250	ra ga3 tonobilat mekssirin fhad tri9	tonobilat, mekssirin
19273	3emrek t frek douk l7wayj bhad lproduit	lproduit
19422	3emrek t 5dech chi tonobil ra nta matbghihach lrassek	tonobil
19487	3emrek t tfi tilifounek	tilifounek
19495	3emrek t soug fhad tonobil	tonobil
19526	3emrek t 5chi tilifounek flma	tilifounek
19573	3emrek t jib liya chi tonobil 5ayba	tonobil
19596	3emrek t 7taj chi tilifoune ila 5diti hada ra 5aydewez lik sinin	tilifoune
19615	3emrek t diklari bchi clochar b7alou	diklari, clochar
19624	3emrek jerebti tsoug had new dial tonobilat	tonobilat
19627	3emrek jerebti trini fchta	trini
19629	3emrek jerebti dsk lproduit wach kire5wi	lproduit
19651	3emrek jerebti tcharji tilifounek bhad charj	tcharji, tilifounek, charj
19693	3emrek jerebti tdereb chi fer9a dial basket	basket
19715	3emrek jerebti t9ad chi tonobil ghir btsati7	tonobil
19750	3emrek jerebti diklari bih	diklari
19940	3emrek jerebti trezervi chi bit 3la lb7er	trezervi 
20083	3emrek jerebti tfu tilifounek fl3id	tilifounek
20117	koun ghir 9dert n seweb dik tonobil	tonobil
20133	koun ghir 9dert n jerrou de5ya 9bel maderbou tonobil	tonobil
20177	koun ghir 9dert n 3ber tri9 ou ywe9fou liya tonobilat	tonobilat
20181	koun ghir 9dert n n9ed dak derri li kant 5aderbou tonobil	tonobil
20346	koun ghir 9dert n jerreb had lblan dial ti7 ftelj	lblan
20352	koun ghir 9dert n 5dech had lkar 7it nseb 3iya moulah	lkar
20426	koun ghir 9dert n trini msian men niyti	trini
20545	koun ghir 9dert n diklari bik	diklari
20549	3lach mabghitich t fekker fhad lblan yakma t3e9edti menou	lblan
20554	3lach mabghitich t soug had tonobil	tonobil
20557	3lach mabghitich t trini flgodron	trini, lgodron
20576	3lach mabghitich t chri dak lmotor	lmotor
20583	3lach mabghitich t chri tilifoune	tilifoune
20589	3lach mabghitich t fsser liya had lblan	lblan
20669	3lach mabghitich t diklari bdak chemkar	diklari
20724	3lach mabghitich t ttasel bsa7bek ydber lina 3la chi tonobil	tonobil
20830	3lach mabghitich t tbadel m3aya douk touniyat li chrina ra had l3bar m5ayjinich	touniyat
20866	tanfkker wach nchkkel fr9a dial basket	basket
20987	3lach mabghitich t stowred dik lpiessa dial tonobil men berra	 piessa, tonobil, berra
21022	3lach mabghitich ta5od tilifounek ou de5lou lma	tilifounek
21040	3lach mabghitich t rkeb dak lkar yakma 3amer	lkar
21063	tanfkker wach khassni rendez-vous darore	rendez-vous
21144	tanfkker wach nmchi ntfrj f lfilm jdid	lfilm
21201	3lach mabghitich t tfi tilifounek mli nkoun msafrin	tilifounek
21209	kantsenna fik t bi3 dik tonobil li dima 5assra	tonobil
21234	kantsenna fik t seweb tonobil wa tle9na	tonobil
21280	tanfkker wach had lfilm kistahel ntfrj fih	lfilm
21287	tanfkker wach ay3jbhoum had lfilm	lfilm
21363	tanfkker wach tle9ou lia connexion	connexión
21501	sir bi3 had tonobil	tonobil
21626	sir rkeb m3ah f tonobil	tonobil
21718	kantsenna fik t blassi tonobiltek fhad jiha	blassi, tonobiltek
21771	kantsenna fik t frche5 tonobil li 9oddamek 3arfek mata3refch tsoug	tonobil
21803	kantsenna fik t stoki bezzaf dial lmakla hna	stoki
21955	kantsenna fik t marki chi bit wa3er	marki, bit
21982	kantsenna fik t 9aad lcouzina dialek	lcouzina
22005	kantsenna fik t jessed dak dawr li kolo wse5 fdak lfilm	lfilm
22142	kantsenna fik t diklari biya	diklari
22143	kantsenna fik t 2ekked liya 2la dak lblan dial l9tila fhad derb	lblan
22152	mabghitich t soug chi tonobil sghira b7al hadi	tonobil
22155	mabghitich t trini chwiya rak rebiti lkerch	trini
22254	khlini nmarki chi bit	nmarki, bit
22307	mabghitich t 3eyet ldewla ygadou lgodron jit darek	lgodron
22355	bla matrkeb f lmotor	lmotor
22384	bla matjbed tiliphonek hnaya	tiliphonek
22471	mabghitich t diklari bih 7it kayjiik en l3a2ila	diklari
22625	bla ma tkhssr lih pc dialou	pc
22648	bla ma trini m3ahoum	trini
22883	mita lwla	mita
22936	achno drti f dak lblan dyalk	lblan
23043	baghi def3 dossier dial master droit	dossier, master, droit
23050	hd master mkykhrjoch lih mobarayat bzf	master
23055	sit tlkoliyat bnisba li ba itssajal fchi master	sit, master
23059	ijaza ola master	master
23061	master taymchiw 9adae	master
23062	9elil master f mohaamat	master
23065	hta tgoli liya chno smit application	application
23538	za3ma nsoni lik	nsoni
23716	bghit lmotor dylk	lmotor
23735	rh lmotor khasaer	lmotor
23919	badalt lmotor cylindre	lmotor, cylindre
23937	wx salito lfilm	lfilm
23950	wbrabi lakhda lmotor	lmotor
24014	trini sbah	trini
24161	oui ghir softh mn pc	pc
24382	rakabna m3ah f lmotor	lmotor
24386	ghadi ybi3 pc dyalo	pc
24564	stoki fih f ramadan	stoki
24787	ra deja chet imta 5aykoun lfilm	lfilm
24801	t9der tchouf taman taman dial lhad lproduit 	lproduit
24802	t9der tchof liya wach ba9i had lproduit fsite 	lproduit, site
24803	t9der tchouf wach had lproduit yweselni fnefss nhar oula la 	lproduit
24889	mli kent msafer chdouni bezzaf dial lbarrajat 3la 9bel lblakka dial tonobil	lbarrajat, lblakka, tonobil
24925	in te2min dial tonobil 3endek	tonobil
24926	wa 3ejbatni had tonobil	tonobil
24929	la lablach katban liya tonobil nadya	tonobil
24935	3fak t9der tswer liya tonobil ila makan3endek ta mochkil	tonobil
25072	3afak bghit tlata tickeyat lhad lfilm dial l5li3	lfilm
25073	ah mer7ba 5anchouf wach ba9in dial had lfilm	lfilm
25075	chokran safi lfilm ra 5aybda tal l3achra dial lil	lfilm
25216	ba9i 3a9el 3la hdak lblan dial sfer li dwina 3lih	lblan
25307	mli dawh lcoumissariat mab5ach ydwi	lcoumissariat
25377	bghit ncharger connexion	ncharger, connexion
25462	dou byed dial tonobilat flil kay3mini	tonobilat
25490	5assni n3awed lcouzina kamla	lcouzina
25548	t9adaw tickiat	tickiat
25549	l9it tickiat f noir	tickiat, noir
25611	5assni nchri pc jdid	pc
25628	swebt application dial tendim	application
25854	tri9 3amra tonobila las9a f tonobil	tonobila, tonobil
25880	jarna tchfrat lih tonobil lbar7	tonobil
25900	had lfilm kibeki	lfilm
26053	jab liya semsar wa7ed tonobil hewta	tonobil
26059	wa ch7al tse5se5t lyouma mli ta7et biya tonobil en panne	tonobil, en panne
26187	tbadelt ana ou sa7bi touniyat	touniyat
26194	5li tilifounek fdar 7ssen	tilifounek
26197	hadik lcontrat katdemen y3tiwni tonobil dial l5edma	lcontrat, tonobil
26211	5anbda njme3 men daba bach nchri pc l3am jay	pc
26214	had tonobil makatwsa walou kolha mferch5a	tonobil
26232	matb9awch trewjou lmarkat dial chrab	lmarkat
26273	5anmchi n3awed sbagha dial tonobil	tonobil
26355	stoki lmakla ra 5aysed kolchi fl3id	stoki
26364	bzez bach swbt tonobil fle5er wa tmermedt	tonobil
26393	nawi ntbe3 traita dial chi dar	traita
26402	dima 9te3 chari3 bchwiya ra tonobilat tayrin	tonobilat
26545	5ass lmotor mays5ench kter mn l9yass	lmotor
26575	ach ban lik fli kigoul lmra blastha lcouzina	lcouzina
26675	3lach ma3ytich l bouliss	bouliss
26788	3endak 5aderbek tonobil	tonobil
26812	ou dert blassti 3end ga3 l2asatida	blassti
26936	thrssat lia jaja dial tonobil	tonobil
27083	motor dkhol d tonobil	motor, tonobil
27148	mita lewla dazt msiana m3adlin	mita
27154	walakin l2ajni7a deuxieme mita ma5atrej3ouch daf3o bezzaf	deuxieme, mita
27157	deuxieme mita 5assna darori nchedou kora hadi hiya tari9a lwa7ida bach nreb7ou	deuxieme, mita
27193	ou 9bel matmchiw ra bayna capitaine ila knti nta 5at5tar 7na lewlin ntiriw safi	capitaine, ntriniw
27197	premier mita tsdemna mn chi nawa7i	premier, mita
27199	ou 3tithom 5ota 5ra ou deuxieme mita chdinahom krednahom walakin lah m9der lina ytmarka 3lina hadak lbit	deuxieme, mita, ytmarka, lbit
27205	sfe9t 3lihoum glt lihoum rahom le3bou msian walakin ja bit mknach mtsewrinou 3adi katw9e3	bit
27297	wa7ed dri sghir kan dayz o howa y5etet liya tonobil	tonobil
27368	kan7ss brasse ankhssr had lblan	lblan
27555	chraw lfrach dial lbit chwiya salon ou jehzou lcouzina	salon, lcouzina
27582	fla5ar jat tonobila kbir limousine mzeyninha dat l3erssan l2otel	tonobila, l2otel
27584	anbda nl3b basket	basket
27586	basket kitewel	basket
27614	a7ssn blad sknt fiha hia japon	japon
27615	nass dial japon dryfin ou ki3awnouk	japon
27616	lmakla f japon rkhissa ou kayn bezzaf dial makla halal	japon
27617	l9it bezzaf dial forass dial lkhdma f japon	japon
27851	wahd sa7bti mcha liha pc dialha mn tonobil	pc, tonobil
28030	had lbnt katsog lmotor mzyan	lmotor
28749	ach bghitini nfhem rani chet tilifounek	tilifounek
28912	tawit m3a sa7bi bach nbi3 lih wa7ed tilifoune	tilifoune
28981	9ate3 ga3 lmarkat li kay5edmou drari s5ar	lmarkat
28982	9ate3 ga3 lmarkat li kaychej3ou fchawad	lmarkat
29084	t9te3 liya lfran dial tonobil	lfran, tonobil
29160	li 5af njaila bghiti lproduit dialek ytba3 rwej lih	lproduit
29161	dir l2ichhar lproduit dialek	lproduit
29216	kansoug ayi tonobil	tonobil
29266	bghit ntbronza	ntbronza
29365	tferch9at tonobil flkssida	tonobil, lkssida
29421	t5ca liya lpnou dial tonobil fwa7ed l9adous me7loul	lpnou, tonobil
29435	5assna ne9ssou mn lbagaje oula 5aylou7ou lina bezzaf dial l7wayj flmatar	lbagaje
29474	sme3 sot dial tonobil	tonobil
29519	chouf te7t tonobil laykoun chi defaut	tonobil, defaut
29527	kla 9bel mayrek tonobil	tonobil
29552	ana ghadi lcouzina	lcouzina
29740	wa5a 7awelt walakin ma9dertch nmonti lkorsi	nmonti
30082	ghda ghanched lkar	lkar
30532	khser lia lblan	lblan
30814	had lfilm ghadi y3jbk	lfilm
30970	kaymtlo wahd lfilm	lfilm
31089	maghadich nji 3la lmotor	lmotor
31112	mchit direct ldar	direct
31594	fach nkhraj nsoni 3lik	nsoni
31595	fach nhtaj chi haja nsoni lik	nsoni
31651	hada howa lblan	lblan
31700	kan fahm lblan	lblan
31775	tra liya wahd lblan	lblan
32113	rah nafs lblan	lblan
32556	chof 3ndi lik wahd lblan	lblan
32689	kifach n9dr nsoni lik	nsoni
33007	ghadi tsiftek lsbitar direct	sbitar, direct
33866	kantsena lfilm yekhdem	lfilm
33988	kayblaniw binathoum	kayblaniw
34282	yalah nzalt men lkar	lkar
34656	safi nsa 3lia had lfilm	lfilm
34825	tfarajt fwahed lfilm wa3er	lfilm
35173	mat9oul ltashi 3la lblan diyalna	lblan
35230	tsna hta yssali lfilm	lfilm
35688	sir trini m3a rassatk	trini
35794	bghitek tgad lia lmotor	lmotor
36307	ndkhel lcouzina nwajadlak chi haja 	lcouzina
37086	kaytrini 3ad kaymchi lkhedma	kaytrini
37413	fakartini fwahed lfilm	lfilm
38755	fsbah khdit lmotor diyal wahd l3shir	lmotor
38792	brkt 3adi shdit wahd lfilm	lfilm
39506	m3rftsh lblan diyalha	lblan
39724	la connexion t9ila bzaf	connexion
39929	lfilm ghadi ibda lyouma	lfilm
40014	anktbo lih chi briya	briya
40024	lfilm hwa bax ghadi nkmel	lfilm
40457	ghadi nrkeb lmotor	lmotor
40761	lfilm ttsala	lfilm
41213	had lfilm dial ga3 madkhel liya lrasi	lfilm
41513	lfilm rje3	lfilm
42203	lyouma 3endi rendez-vous m3a tbiba	rendez-vous
42467	ngoulik wahd lblan mafhmtouch	lblan
42625	3edna rendez-vous m3a wahd le client	rendez-vous
42785	dwcht lyom	dwcht
42923	markaw 3lihom	markaw
43181	wsir direct wdor	direct
43299	lmotor tabyas	lmotor, tabyas
43328	dir dk lfilm rh zwin	lfilm
43515	hhhh la bayna lblan	lblan
44192	hta ana w93li nfs lblan	lblan
44821	bla ma tjerreb had lfilm	lfilm
44943	mabghitich t stowred had zit dial tonobilat	tonobilat
44962	mabghitich t tsower 7da chellal 7it tilifounek 5ay3mer ma	tilifounek
44967	mabghitich t 5dech dak lmotor	lmotor
45073	imta ghadi t seweb dik tonobil bach nsafrou	tonobil
45152	khlini nta9ed had lfilm	lfilm
45227	imta ghadi t tnezzel taman dial dik tonobil li 3endek	tonobil
45235	imta ghadi t 5rej lkmala dial dak lfilm	lfilm
45245	aji blassi tonobiltek hna	blassi, tonobiltek
45275	aji dfe3 bia tonobil	tonobil
45294	aji tla9 lia connexion	connexion
45347	aji trini m3aya	trini
45461	bda lfilm ola mzaal	lfilm
46362	tfrjt fwahd lfilm	lfilm
47263	hahouwa lblan	lblan
47348	aji tfarj m3aya f wa7d lfilm	lfilm
47623	hada houwa sa7bi l mirikani 	mirikani
48106	darori n stoki lkhodra	stoki
48294	lbs lkask dyal lmotor	lkask, lmotor
48435	hna 3ndna lmotor	lmotor
48497	rah drbo lmotor	lmotor
48522	rah safer b lmotor	lmotor
