id	darija	loan_words_list
547	wach hadok kano sbrdilat t sport?	sbrdilat, sport
548	kano sbrdilat t sport fach kano dakhlin llfrran walakin khrjo mnno b7al chi Trofa tlfakher.	sbrdilat, sport
566	t9der tnS7ni bchi doctour t rrijim laykhllik?	doctour, rrijim
568	f jjiha lkhra mn chari3 kayn l biro dyal doctour Nabil, Tbib t rrijim momtaz	biro, doctour, rrijim
580	imken khssek tchouf chi Tbib dyal rrijim bach i3awnek tneDDem makltek	rrijim
595	olla makayn tta haja fchkel, hir routine lli m9ell9ek?	routine
599	makrehtch nl3eb sport walakin b7ala kan7ess ma3ndich TTa9a	sport
602	mwellef kankhTef chi l3ibat b7al chips ola bimowat lli kan3ref anahom mamzyaninch lia	chips
635	kayl3eb l baskit m3ak?	baskit
639	ghaykono chi asatida khrin lli makayl3bouch lgolf	lgolf
666	o n9der njib chi dikor, nffakhat o chi l3ibat	dikor
671	wach swwelti dak l oustad l bogos?	bogos
683	lblays dyal lkhdma tahoma khashom ikon fihom douchat o byota dyal tbdal	douchat
684	kan39el knt khddam 7da dak rrajl lli kan fakhour annaho kayDreb 15 kilometre bl pikala tal lkhdma	pikala
687	mamt2ekkedch chno kat9Sed walakin kayballia ghaykono lbolis f ddekhla!!	lbolis
688	kaddir pikala?	pikala
689	wayeh, knt kandir bzzaf tl7wayj, walakin mora lksida lli yallah chft, mo7al ghan9der nrje3 dghya!	lksida
703	dazt lih tomobila 3la rjlih, khrej mnno ddemm bzaf	tomobila
704	ah, bSSe7 anna SSogan tlpikala khaTir flmdina!	pikala
706	lkamyowat i9dro ikono asli7a 9atila	kamyowat
711	ghan7eTT daba a chef	chef
712	3ndhom Talabat m7eddeda dyal regime	regime
714	3ndna SoS bla 7lib?	SoS
716	la, ma3ndna SoS fabor!	SoS, fabor
717	walakin n9dro nSawbo SoS bla ml7a.	SoS
718	3ndk chi fikra kifach katSawb SoS bla ml7a lli zwina?	SoS
727	3ndi hi wahd l bakia tl garro.	bakia, garro
738	machi mohim, ntmechaw f jjrda?	jjrda
759	khssni nakhod had ddwa bach ntkalma fach kankon khddam m3ak	ntkalma
763	wach chfto Tbla joj?	Tbla
764	dok jjoj soyya7 ngalza?	ngalza
766	3lach kayn rroz fl plakar ala ma3mmrna khddemnah?	plakar
770	maymkench lik thder bl francais o tsennana 7na nhdro b l anglais.	francais, anglais
772	fin wSlti f ddisir?	ddisir
775	ddisir rahoa fl frigo.	ddisir, frigo
778	glt rrouz hi bdde7k, knt kan9Sed ddisir!	ddisir
781	machi hir l pizza, tahia.	pizza
784	ahya, nmchiw onl3bo tenis?	tenis
787	achballik n9SSro match wahd o t9dr trj3 tbronza mn b3d?	match, tbronza
794	ach ballik flw9t lli knna la3bin fih l karTa	karTa
795	frasi chfti lia lkarTa dyali fach knt kharj.	karTa
805	achmn cocktail bghiti?	cocktail
821	makayn tta mochkil f ddisir.	ddisir
828	bnisba llmosi9a, gaddit wahd lista li kanDenn ghat3jbkom	lista
831	wach fkkerti f lista dyal nas lm3rouDin?	lista
844	3rft annani knt mtrdded bach nr7l mn dari 7it dowwezt fiha bzaf tlyamat zinin, walakin f akhir lmaTaf rah katb9a hir Tob o sima	Tob, sima
855	kaygolo anani chwia radikali.	radikali
859	radikali!	radikali
861	ghatkon S3iba l9aDia annak thDer mkalmi.	mkalmi
868	wach 39lti 3la dok l aw9at lli knna kantmchaw fihom f jjrida fach knna Sghar?	jjrida
941	3ad chef dyali 3yyeT lia l biro dyalo bach igollia rah maghaytzadnich flkhlaS had l3am 7it charika makhddamach mzyan	biro
944	lklyan kano mbrzTin lia rassi lw9t kollo.	klyan
959	walakin mlli nhar daz mchbbek 3ndna bjoj, ach ballik ngaddo chi dissir khawar tahoa?	dissir
963	imkn njm3oh m3a laglas	laglas
968	Fouad, ch7al mn d9i9a ba9ia 9bl mayojd ddisir dyal Tbla rb3a?	ddisir
969	Uh... Sara7a, 3ndi wahd lmochkil a chef ...	chef
977	lklb dyali mriD, zid 3liha 3ndi boj3ran flpartma!	partma
978	walakin makayn bas, daba ngadd ddisir, o kanwa3dek ghanbda nji flw9t o ghanrdd lbal	ddisir
979	t9dr t3tamd 3lia a chef!	chef
991	klyan ktr ghatkon l9aDia mbrr3a.	klyan
994	ssmou7at siftt misaj bl ghalaT - hi zbel!	misaj
997	7aDD sa3id a chef!	chef
1003	ola ghi nwrrko 3la lboutoun dyal lalarm.	lboutoun, lalarm
1004	wayeh, rah knt tanfkker fl boutoun dyal lalarm.	boutoun, lalarm
1005	ma3ndi nmra dyal tta wahd i9dr i3awenna.	nmra
1010	tfou, ma3ndich rrizo ga3.	rrizo
1011	o tilifonk?	tilifonk
1023	3aadatan kankhdm nhar l3id 7it ana sakn f mrrakch 9rib l biro	biro
1027	wiski?	wiski
1029	ah, wiski, momtaz.	wiski
1030	yalah 7Drt lwahd lksida.	ksida
1031	Tomobil dkhlat f mol pikala.	Tomobil, pikala
1032	ya laTif, kiwlla mol pikala?	pikala
1033	hahoma wajdin lik daba a chef.	chef
1044	had lista ga3 mabghat t9ada	lista
1045	7aDD sa3id fach hadchi ikhrj f Sf7a lwla dyal journanat	journanat
1066	daba ndepaniw fin nn3so lioma.	ndepaniw
1129	kantmna lik ol madam ri7la sa3ida	madam
1136	daba nddik l blaka t ttobis	blaka, ttobis
1137	toddrat lia l magana	magana
1161	kter mn 2 km	km
1165	knt ghadi nkhrj mn restora fach jaw l3chran	restora
1170	yallah ntriniw 3la l anglais	anglais
1179	3afak ddini lhad ladrisa	ladrisa
1202	lktab rah t7t TTbla	TTbla
1217	chi 300 kilometre hakkak	kilometre
1233	kindir bach noSl l ssifara dyal lmirikan	mirikan
1234	ch7al tlw9t ghadi takhod f Tomobil	Tomobil
1237	kidaz l film?	film
1244	kan9lleb 3la lbosTa	lbosTa
1245	wach had stylo dyalk	stylo
1255	achmn w9ita ghadi l blaka t tobis?	blaka, tobis
1259	imta kat7ell lbanka	lbanka
1260	imta kayt7rrek Tobis	Tobis
1263	fin kayna Twalit	Twalit
1270	3yyeT l lbolis	bolis
1272	wach kat9bl carte bancaire	carte bancaire
1279	bch7al ghTTl3 3lik lmchia l mirikan	mirikan
1281	ana mrizirvi	mrizirvi
1287	khssni ntrini 3la l'anglais	ntrini, anglais
1293	sm7 lina makan9blouch carte bancaire	carte bancaire
1294	dik restora maghalyach	restora
1298	chnahia nmra t tilifon	tilifon
1304	wakha t9tar7 3lia chi restora zwina	restora
1307	rahoa f lkouzina	kouzina
1311	bghit chambre w7da	chambre
1312	3ziz 3lia ntfrrej f tlfaza	tlfaza
1316	7da supermarchi	supermarchi
1322	dari 7da l banka	banka
1323	7da l banka	banka
1324	fl etage ttani	etage
1325	3la brra dyal loTil	loTil
1326	lktab rah mora Tbla	Tbla
1327	lktab rah gddam Tbla	Tbla
1328	lktab rah 9rib l Tbla	Tbla
1329	lktab rah 7da Tbla	Tbla
1330	lktab rah fog Tbla	Tbla
1331	rah kaynin chi ktouba fo9 TTbla	TTbla
1332	rah kayn wahd lktab t7t Tbla	Tbla
1333	chnahia ladrisa	ladrisa
1338	wakha nchof l passpor dyalk 3afak	passpor
1343	hahia nmrti	nmrti
1346	bghit nkri chi Tomobil	Tomobil
1347	bghit nsifT hadchi l mirikan	mirikan
1355	bghit n3Tik kado	kado
1357	tilifoni makaychddch rrizo mzian	tilifoni, rrizo
1358	tilifoni makhddamch	tilifoni
1363	fin imken nl9a chi sbiTar	sbiTar
1364	fin kayna a9rab restora	restora
1365	fin kayn lfrmasyan	frmasyan
1374	3ndi bezzaf maydar lyouma, rak 3arf lw9t mziyer f had l projet	projet
1377	bessa7 had l projet m3ettel	projet
1381	kayn lmi2at dial nass kheddamin f had charika, wach momkin n3rf fine ja l bureau dial kola wa7d?	bureau
1383	lmohim, ana dima kanst3ml ssanssour	ssanssour
1386	walakin koun rekkezti 3la annak dir contra dial l isla7 mezian m3a mmaline lassanssour kon ga3 ma wslna l had l7ala hadi	contra, assanssour
1387	ayeh, 3reft ch7al men 3am wana kanjedded f had l contra	contra
1390	ghadi nwerrek 3la l boTon dial sovgard	boTon, sovgard
1391	werrekt 3la l boTon dial lurgence ness sa3a hadi	boTon, lurgence
1393	wach 3ndk reseau f tilifounk?	reseau, tilifounk
1394	jerrebt b tilifouni sa3a tahowa mafihch reseau	tilifouni, reseau
1410	tana mstressi, frask wa7d tiyara ta7t lbar7 f Texas?	mstressi
1412	Tbib diali 3tani chi fanid bach ycalmini sa3a ban lia ma kheddamch	fanid, ycalmini
1420	ma3ada ila dart chi ksida b tomobil, btabi3t l7al	ksida, tomobil
1452	ana zreg flmath, zreg f SionS	math, SionS
1454	kayn wa7d stage assimana ajjaya	stage, ssimana
1456	ymken lik tsowel ga3 l as2ila li b9aw mora mat9ra had l weekend	weekend
1464	o foug hadchi, ghadi tkon l7lwa f had stage	stage
1475	idan ghadi nakhdo chwia dial lw9t kolla nhar ssimana ajjayya bach nraj3o jadawil darb	ssimana
1479	3ndi mochkil m3a lfronsi tahia!	fronsi
1480	ma3mer batfhm lia dik lgrammir	grammir
1483	jerrebti tst3ml chi program dial terjama fl pissi bach y3awn?	program, pissi
1484	kaynin chi programat mjehdin f had Domin	programat, Domin
1486	rah ghadi y3i9o bia ila jebt m3aya l pissi llmti7an	pissi
1502	lavantaj howa l7orria	lavantaj
1506	o ymken ndir bricolat f ddar fach kankon kankteb	bricolat
1508	kay7mini hadchi men lfdol fli riso SoSio	riso, SoSio
1510	kansayb logicielat l chcharikat.	logicielat
1512	walakin kandir 7ta devlopmon web, fih sserf	devlopmon, web
1527	o lpiloTat	piloTat
1549	i7Sa2ian, lksayd kaytraw 3adatan fl i9la3 o lhoboT.	ksayd
1556	ljow zine, kayban lia annakhod chi conji.	conji
1558	ghadi tmet3i bl jow men daba chi simanat.	simanat
1561	khoSoSan simana jaya, m7tajek diri wa7d l prezentaSion 3la lmawDo3 lli 3ziz 3lik.	simana, prezentaSion
1566	kandekkrek annana fla fac	fac
1568	ghadi ykon hadchi koumik o ghadi yjib lntibah dial tlamd lkhrin.	koumik
1577	o daba, kaneSS7ek tkhdem mezian o tji simana jayya b rappor l zomala2 dialk.	simana, rappor
1591	walakin wach 3ndkom chi nachaTat li katkono fihom mjmo3in: la marche, al3ab, moselsalat...?	marche
1595	o kantmenna annak tkon mazal katl3b l guitar!	guitar
1596	ydiya 9herhom romatizm man9derch ba9i nl3b l mossi9a walakin 7fidi kayji 3ndi merra merra o kayl3b lia lmossi9a	romatizm
1600	wakha nass lli kheddamin hna mziyrin, 3la 9bel sikiriti, katb9a 3ala9tek m3ahom meziana?	sikiriti
1605	n9der njib lik chi kookizat ila bghiti!	kookizat
1606	ooooh kay3jboni l kookiz, ayeh 3afak.	kookiz
1610	kayna wa7d resTora 9riba, ymken lik tmchi liha merra merra, wakha lpersonel makaybghich ykhrj.	resTora, personel
1618	Tbib dowz lia dik simana o galia rani S7i7 fSi7.	simana
1632	kayjibo lina mini-bus kayddina l chi blassa meziana.	mini-bus
1633	dik simana mchina l l9el3a dial Windsor	simana
1639	mazal katl3b lpiano? kantmenna	piano
1640	kanl3b lpiano	piano
1641	kandir piano merra merra.	piano
1642	o merra fch7al kayji chi wa7d ydir lina chi spectacle.	spectacle
1678	walakin 3ziz 3lik chi kwiysat dial l vin dial fransa tchrbhom.	vin
1695	ghi matgoulch lia biti tferrej fl kora o tsekhkhen chi pizza mjemmda, ymken lik tb9a ch7al ma bghiti f douche o tchreb atay.	pizza, douche
1699	3refti ma3ndich m3a kora o pizza mjemmda... 7sen lia n commandi lmakla dial lhnoud,	pizza, commandi
1700	ghadi tcommandiha fach nkon kandowech... ana bghit dakchi li mwalfa kannakhd.	tcommandiha, kandowech
1701	meli mazal fazg, staghl lforSa o kherrej lkelb, ana ansekhkhen lik l7emmam o ncomandi lmakla dial lhnoud.	ncomandi
1785	kan kay7sab lia wach ghadi y3Tiwna ghir Sobba o lkhobz 9as7!	Sobba
1786	o rak 3arf ch7al 3ziza 3lia zzebda o lformaj o lmakla lbnina	formaj
1788	jari kamal kayakkol ghir Sobba, hadi kayna.	Sobba
1791	bghiti tmchi l Salon ncherbo chi kass dial atay?	Salon
1797	o men lfo9, 3ndhom kikat ldad.	kikat
1798	o fabor!	fabor
1799	kan9Sd, ila chefna ch7al kankheleS kolla chher, hamdollah annahom fabor.	fabor
1819	ymken ncheddo kika!	kika
1822	lmohim, l9aDia hia, ch7al ma kano nnass ktar, ch7al mma atkon lkika 9lila 3ndna!	kika
1835	ghadi nchri decorassioun!	decorassioun
1843	ndiroh fl balcon, 3ellah yne99ez!	balcon
1861	wach bghiti foular?	foular
1865	mangoulikch lla 3la lfoular, 7it rah nit fia lberd.	foular
1867	ghadi nsekhen rassi bl foular dialk!	foular
1875	walakin ymken bant lia chi Tirmos f llour dial ssella.	Tirmos
1884	kolla simana.	simana
1896	ghadi yjiw o yjibo lmonaDa men daba chwia.	monaDa
1900	ana kanchouf Sak dialk.	Sak
1901	ghadi nakhd la carte bancaire dialk o nkhelleS 3lina bjouj o 3la jarna ila ma3ndkch mochkil.	carte bancaire
1902	achnahowa l code dial la carte bancaire dialk?	code, carte bancaire
1910	o n9der nsa hadchi li yallah guelti 3la l carte bancaire diali.	carte bancaire
1920	o chokran 3la choklaT lli khdit lik men SSac fach makentich katchouf.	SSac
1926	lil 2assaf kan 3ndi lkorsi li f l couloir.	couloir
1971	njereb tilifoun - walakin makaynch rizo.	tilifoun, rizo
1975	fih GPS, makay7tajch conneksion.	conneksion
1989	o ghadi ymken tchouf Tri9 wla lvilaj men lfo9.	vilaj
1992	ila Tl3na f had lhaDaba ghadi tweli 3ndna choufa meziana o l vilaj aykon mDowwi idan ghadi nchofoh b sohoula bach n3rfo l ittijah li anmchiw fih.	vilaj
