id	darija	loan_words_list
6233	ana kansayab choklat	choklat
6239	achmn chrika dyal choklat fach khdam	choklat
6242	kan3cha9 choklat	choklat
6266	siftha l la salle	salle
6275	dirha o siftha l la salle	salle
6425	choklat	choklat
6426	ah 7alwa dyal choklat o tfa7a khra 3la makanDn	choklat
6453	had sbah khasrat liya tomobilti	tomobilti
6827	chaftni f cinema	cinema
8051	nsit lbaliza	lbaliza
8098	sak mzewwer	sak
8324	kanakoul chchklaT yawmiyyan	chchklaT
8429	mcha l marchi dyal lbal	marchi
8883	kas dyal l7lib b chchklaT	chchklaT
9453	khda kridi	kridi
10652	lweekend	lweekend
10927	blan	blan
11027	fin ja sbitar 3afak	sbitar
11029	imta tay7al sbitar 3afak	sbitar
11132	hadi tabla	tabla
11136	3ajbni loun had tabla	tabla
11326	wa7d rajl chfer liya saki lbare7	saki
11352	fr9ti rb7at had lmatch	lmatch
11377	tchehit choklat	choklat
11407	ch7al mouskha had tabla	tabla
11476	machi blan lia	blan
11527	3ndek lfraise 	lfraise
11537	fin jat blassa dial t9yass 	blassa
11615	l9at liya wa7d lblassa fwa7d lconcert l7ed li fat	lblassa, lconcert
11619	judy tyeb liya wa7d lcookies dial cheklat	lcookies, cheklat
11702	kan ba5i 5ir imta ydir ski	ski
11706	5anmchiw sbitar had lila	sbitar
11713	matkounch berhouch 5atmchi lmatch	lmatch
11715	kaynin bezzaf sandwichat fo9 tabla	sandwichat, tabla
11786	wach katwesel lhad lblassa 	lblassa
11798	chinwa kber mn japon b3echrin mra	chinwa, japon
11828	drari 3endkom chi blan lhad lila 	blan
11849	lmatch dial lbasket kan nadi	lmatch, lbasket
11883	lclian swel 3layach kaynfe3 lproduit	lclian, lproduit
11884	9bel maychri 9aren lclian bezzaf dial lmarkat	lclian, lmarkat
11886	lma7al 3ta crtat lclian l9dam	crtat, lclian
11887	lclian ma3refch wach ychri lrpoduit daba oula ytsna solde	lclian, lrpoduit, solde
11889	lclian 5rej fr7an mn lma7al mora chra dkchi li ba5i	lclian
11891	lclian 3ejbou lrpoduit b9a daym lih	lclian, lrpoduit
11892	lma7al kan 3endhom solde 9ssir 3la chi produiyat	solde, produiyat
11893	taman kan howa hadak lflouss dial lclian	lclian
11894	lclian 9aren l2atmina mabin bezzaf dial lma7alat	lclian
11897	moulat la caisse chkrat lclian 3la lproduit li chrah	caisse, lclian, lproduit
11898	taman kan 5ali 3la lclian	lclian
11899	taman kan msian sirto m3a solde	solde
11900	lclian 9aren l2atmina bwa7ed lapplication	lclian, lapplication
11902	mn bdayt lmatch tal l5er dialo lmatch kan s5oun	lmatch, lmatch
11908	lmatch tchouf fih l9lib jri ou la3b jama3i	lmatch
11909	lmo3ali9 5la lmatch ga3 7ssen	lmatch
11912	sala lmatch bta3adol wa5a ljomhor mab5ahch ysali	lmatch
11914	l2i7sa2iyat dial lpossession wrat chkon li 7kem lmatch	lpossession, lmatch
11941	kidewezti lweekend 	lweekend
11950	achno kay3ejbek tsken flmdina oula fchi blassa hadya 	blassa
11968	kifach kadir ila kant lwe9tek mcharji 	mcharji
11973	achnahiya a7ssen tari9a bach tektachef blayss jdad mli katsafer 	blayss
11979	chi blan lhad lweekend 	blan, lweekend
11988	achnahiya lblassa li makrehtich tzourha 	lblassa
12017	wach ki3jbek tmchi la salle 	salle
12092	3endi rendez vous m3a tbib lsnan 5eda	rendez vous
12118	katsweb wa7d site jdid	site
12128	kayblaniw bach yy5eymou had lweekend	kayblaniw, lweekend
12186	achnahiya l2ou5niya li katrej3ek ba5i tchte7 dirikt 	dirikt
12226	ma3emrek masaferti lchi blassa teb5i trje3 liha 	blassa
12248	sfer ftonobil oula lcar kiban nadi takat7ess ch7al machi mouri7a lglssa	tonobil, lcar
12257	wach 5ir ana oula lweekend wla idouz fremchat 3eyn	lweekend
12326	ana m9tan3a bli n9drou ntfahmou f blassa 3amra 5a b wjouhna	blassa
12341	wach 3ndk chi blassa katmchi liha fach kat7ss brassk machi houa hadak 	blassa
12353	chnou hia a7ssn blassa saferti liha 	blassa
12396	chnou a7ssn site 3ndek 	site
12418	chnahia ab3ad blassa saferti liha 	blassa
12437	chi nhar 5lina nktchafou lblayss li kna kandourou fihom ou 7na s5ar	lblayss
12453	ah ra lwe9t kaytir 3endek chi blan dial sfer	blan
12455	jahez lweekend 	lweekend
12476	kayna chi blassa 7atha frassek ba5i tmchi liha 	blassa
12542	wach n9der n9ssem taman ness n5elsou bcarta ou ness la5or cash	carta, cash
12547	wach 3aref ila kan chi solde jay 	solde
12561	t9der tchouf wach ila chrit had lrpoduit bjemla kaykoun chi solde oula la 	lrpoduit, solde
12566	t9er tchouf maya chi produiyat msianin dial ch3er	produiyat
12568	t9der tchouf liya wach kayn chi solde 5ir dial toulab 	solde
12569	t9er t9eleb m3ata 3la chi produiyat dial new3 wa7ed dial lbechra 	produiyat
12571	yalllah nblaniw lchi 5erja had lweekend	nblaniw, lweekend
12585	5lina nblniw chi sfer lchi blassa ma2merna machfnaha	nblniw, blassa
12590	chi nhar 5assna nmchiw l2ewel blassa tla9ina fiha	blassa
12605	kifach katwjed lmatch nafsiyan ou badaniyan 	lmatch
12609	ach ban lik fle3bek nta ou lmousahama dialek fhad lmatch 	lmatch
12611	kijak l7akam fhad lmatch m na7it l9ararat dialo 	lmatch
12616	kifach kat7afed 3la terkiz dialek west lmatch 	lmatch
12622	t9der tedwi lina 3la dewr dialk ka capitaine dial lfer9a ftiran ou bera tiran 	capitaine, tiran, tiran
12630	kikayjik l2i7sass tmarki 9dam l2alaf dial ljamahir 	tmarki
12638	kifach katweed rassek lpiplantiyat li 5aliban katbedel lmatch kamel 	lpinaltiyat, lmatch
12649	t3elemna bezzaf fhad lmatch ou ghadi n7essnou mn rassna fmousta9bal	lmatch
12652	te3limat dial lmoudarib 3awnouna bezzaf fhad lmatch	lmatch
12653	kan 5assna nt3edou d5ya 3la lmatch	lmatch
12699	nktachef blayss jdad m3a 3chiri hiya a7ssen 7aja	blayss
12707	safi nit moudda hadi ou ana baghi njreb makla taliania 7a9i9ia	taliania
12708	khasna nreserviw ghi bach nkouno damnin tabla	nreserviw, tabla
12711	ghatkoun bdaya meziana lweekend	lweekend
12742	moudda hadi mamchina l cinema	cinema
12747	blan nadi	blan
12910	nhar khrjt mn sbitar dwcht	sbitar, dwcht
13220	akhti chedi sak	sak
13228	sak lkbir b9ay hazah ghi ntiya	sak
13655	rah 5asna tabla	tabla
13660	5as nzyro rosna 3la tabla	tabla
13970	mzyan o5rjt liya siro	siro
14316	haydt lkod men telefon	lkod, telefon
14358	flos s7a7 t5asro fi sbitar	sbitar
14359	sbitar kibghi lm3arf	sbitar
14374	mxina xdina rodivo fi sbitar	rodivo, sbitar
14375	had rqjl kyn 3and sbitar	sbitar
14389	bghit nsoni lakin solde walo	nsoni, solde
14595	5adama fi sbitar	sbitar
14596	kt3rfi xi whda 5dama fi sbitar lkbir	sbitar
14597	whd lwld fi sbitar	sbitar
14598	makan3raf ta had fi sbitar	sbitar
14662	makayhatch no9at fi site	site
14721	tla9a bih maxi bhal telefon	telefon
14919	rah 7ibbi had lmatch l3aba mala3binch mn niythom	lmatch
14926	rah msete7 had tiran	tiran
14975	rah mo9adassa had lblassa	lblassa
15023	rah mcharji lbagaje ftonobil	mcharji, lbagaje, tonobil
15031	rah taari5iya had lblassa	lblassa
15086	wlaw dima ghadin ftobis mli lmazout 5la	tobis, lmazout
15123	ra had lblassa me7miya men lboliss	lblassa, lboliss
15222	rah kan3tiwkou fhad lftour 7it dima katjiw 3assir dial limoun cado	cado
15274	rah tabla dial le5cheb	tabla
15283	rah a9saa madir howa tmchi 3end lboliss	lboliss
15300	rah goud jay 3endek ma5aydour l7ta blassa	blassa
15345	rah momti3 had lmatch 3jebni	lmatch
15368	rah mcharji lsel3a bsch ydiha 5da lmina	mcharji
15404	rah 9as7 tmchi lblassa fih nawawi	lblassa
15407	rah chirrir had lboliss dima chad nass ou makisame7ch	lboliss
15408	rah mlaa2em liya had lwe9t 3la 9bel rendez vous	rendez vous
15435	rah joza2at bsita hiya li 9aym 3liha lmatch	lmatch
15470	rah mi3maariyan lbna dial had lblassa 3yan	lblassa
15500	rah hado homa lboliss dial mdina	lboliss
15527	rah sirri hadchi li dar lboliss	lboliss
15562	rah jaw lboliss lmadaniyin	lboliss
15564	rah be3dou lboliss men derb ghir 5rej	lboliss
15588	rah mketffin chfar dial derb tayjiw lboliss	lboliss
15739	rah mosta7il manreb7ouch had lmatch	lmatch
15753	rah amna had lblassa	lblassa
15762	rah 5riba 3lina had lblassa	lblassa
15786	rah 7rat lblad chi blayss zwinin	blayss
15787	rah 7adariya had lblassa	lblassa
15861	ana ghadi n7edded lik rendez vous dialek	rendez vous
15866	ana ghadi ndewzek mn hsd lblassa teflet menha	lblassa
15904	ana ghadi nchedd 3lik chi blan bach d5el l7ebss	blan
15933	ana ghadi n twe99e3 lik natija dial lmatch	lmatch
15959	ana ghadi n9ad lik fer9a di biha tournowa	tournowa
15973	ana ghadi ndowweb cheklat fl7lib	cheklat
16036	ana ghadi n5li nads ygoulou kanstahel ndi tournowa	tournowa
16038	ana ghadi n rezervi lih wa7ed lbit zwiwen btaman msian	rezervi
16039	ana ghadi n rezervi liha wa7ed lbit zwiwen btaman msian	rezervi
16065	ana ghadi n 7der lwa7ed rendez vous	rendez vous
16074	ana ghadi n hreb men lboliss	lboliss
16080	ana ghadi n towwe9 had lblassa	lblassa
16149	ana ghadi n chtarek fla carte dial tiran	carte, tiran
16180	ana ghadi nbell5 lboliss	lboliss
16198	ana ghadi nwerik chkon li 5afi ydi lcoupa	lcoupa
16258	ana ghadi n n9ewi rassi fla salle	salle
16269	ana ghadi n 7e99e9 m3a lboliss fhad lblan	lboliss, lblan
16272	ana ghadi njib lik chi cado men berra	cado
16304	ana ghadi n2ekked lik ana lblassa li 5atji liha amna	lblassa
16315	ana ghadi n sejjel lik weldek flmadrassa wa5a makaynach blassa	blassa
16345	ana ghadi n 2ekked lik anani nestahel ndi had lcoupa	lcoupa
16347	ana ghadi n 2ejjel lik bad rendez vous 7it tbib mrid	rendez vous
16376	mab9itch baghi n chri lik cado 7it mantach rajel	cado
16418	mab9itch baghi nl3eb fhad tiran dima tay7 fih	tiran
16435	mab9itch baghi njib lik hadak siro rak s7iti	siro
16464	mab9itch baghi ndir site lrestora diali	site, restora
16478	mab9itch baghi n 2ejjel had rendez vous kter	rendez vous
16499	mab9itch baghi n 7edded lik chi rendez vous 7it katji fwe9t 5alet	rendez vous
16605	rani knt sm3tha f chi blassa	blassa
16614	rani knt kan3oym f piscine	piscine
16634	rani knt cheddit lik blassa	blassa
16688	rani knt tfrejet f lmatch	lmatch
16761	koun ghir 9dert n jaweb 3la had lmessage	lmessage
16879	koun ghir 9dert n frchekh had tabla	tabla
16900	koun ghir 9dert ntfrj f cinema	cinema
16918	koun ghir 9dert nmchi l chi blassa khawya	blassa
16937	koun ghir 9dert nl79 train	train
16969	koun ghir 9dert n tdreb f had la salle	salle
17000	koun ghir 9dert nchri telephone	telephone
17003	koun ghir 9dert n rkeb f train	train
17013	3lach mabghitich tmchi f train	train
17036	3lach mabghitich t charji tiliphonek	charji, tiliphonek
17079	3lach mabghitich tdkhol l la salle	salle
17085	3lach mabghitich tsayeb dk tabla	tabla
17143	3lach mabghitich tfout had lblassa	lblassa
17216	3lach mabghitich t ktachef blayss jdad	blayss
17269	kan kis7ab liya ghadi tmender fhad lblassa sde9ti 3atiha ghir n3ass	lblassa
17325	kan kis7ab liya ghadi yreje3 dak deri s7i7 bla salle	salle
17329	kan kis7ab liya ghadi yjib had tournowa	tournowa
17397	kan kis7ab liya ghadi ymchi y3oum fla piscine	piscine
17405	kan kis7ab liya ghadi ydini 3end sbitar	sbitar
17617	fla5ar de3m dial chifforat bsde9 m7eyed ga3	chifforat
17643	kan kis7ab liya ghadi yched dak rendez vous fwe9tou	rendez vous
17646	kan kis7ab liya ghadi y7e99ou lboliss msian fhad l9adiya	lboliss
17757	kan kis7ab liya ghadi ybelle5 de5ya lboliss	lboliss
17765	mandench ghadi ndi wladi lchi blassa che3biya	blassa
17772	mandench ghadi ymowwel lih chi 7ed had lmechrou3 dial sbitar	sbitar
17835	mandench ghadi nmse7 lih fomo ra 3amer kolo cheklat	cheklat
17890	mandench ghadi ydir chi solde wa3er yjib nass	solde
17998	mandench ghadi towwe9 had lblassa	lblassa
18094	mandench ghadi ybelle5 lboliss bhadchi li w9e3	lboliss
18129	mandench ghadi ncharji lkar bsel3a	ncharji, lkar
18165	t3etli bezzaf bach tched train	train
18188	t3etli bezzaf bach tcharger telephone	tcharger, telephone
18195	t3etli bezzaf bach tbedel telephone	telephone
18196	t3etli bezzaf bach tmarki	tmarki
18231	t3etli bezzaf bach t9yed f la salle 	salle
18317	t3etli bezzaf bach t7ott tabla	tabla
18484	t3etli bezzaf bach tjerr tabla	tabla
18488	t3etli bezzaf bach tbadel m3ah lblassa	lblassa
18516	t3etli bezzaf bach t7ot telephone	telephone
18591	mandench ghadi ystahel ydi had lcoupa	lcoupa
18600	mandench ghadi ydina lblassa li baghin	lblassa
18658	mandench ghadi yjib lih chi cado fhad l3otla	cado
18659	mandench ghadi y3eytou lih lboliss had lmerra	lboliss
18699	mandench ghadi ndkilari bih 3end lboliss	ndkilari, lboliss
18710	nt7edak trini fla salle	trini, salle
18727	nt7edak tmchi tbele5 lboliss	lboliss
18731	nt7edak t charji dak tilifoune ra makaticharjach	charji, tilifoune, makitcharjach
18732	nt7edak t b7et fhad lmawdou3 rah l9adiya 7amda lboliss kichedou li kimchi fiha b3id	lboliss
18760	nt7edak t tdi lcoupa ou nta katstahelha	lcoupa
18821	nt7edak t diklari dak chffar 3end lboliss	diklari, lboliss
18865	nt7edak terta7 fhad lblassa	lblassa
18879	nt7edak temse7 liya dik tabla ou t7yed liya douk les taches	tabla, taches
18901	nt7edak t twe99e3 natija dial had lmatch	lmatch
18914	nt7edak t ne99es ftaman ou terbe7 ra maymkench dkchi 3lach makandirouch solde	solde
18925	tanfkker wach nched train	train
18956	tanfkker wach nmchi l cinema	cinema
18981	nt7edak te5tare9 dak site	site
18997	tanfkker wach njerr had tabla	tabla
19066	nt7edak t rezervi lina bit fl2otel fhad chher	rezervi, l2otel
19090	nt7edak t 799e9 dik lcoupa	lcoupa
19098	nt7edak t blassi fhad lblassa sghira	blassi, lblassa
19100	nt7edakom t towwe9ou had lblassa ra tawa7ed maydiha fikom	lblassa
19123	nt7edak t wggef fhad lblassa	lblassa
19163	nt7edak t wde3 dkchi kamel fhad lbaliza	lbaliza
19195	3emrek t 7lem di had lcoupa	lcoupa
19228	3emrek t chedd dkchi li baghi men lboliss	lboliss
19232	3emrek t mse7 tabla bdak zif	tabla
19282	3emrek t z3ejni flil 5anjib lik lboliss	lboliss
19312	3emrek t 5tare9 chi site	site
19350	3emrek t rezervi chi bit sghir b7aloka	rezervi
19389	3emrek t blassi fchi blassa mdey9a	blassi, blassa
19474	3emrek t stoki dak cheklat fchemch	stoki, cheklat
19486	3emrek t belle5 lboliss m3etel dirikt zreb	lboliss, dirikt
19498	3emrek t trini fchi tiran dial lgodron	trini, tiran, lgodron
19519	3emrek t charji rassek bezzaf ra 5atwli dima mehmoum	charji
19558	3emrek t rched nass lchi blassa nta ou ma3arfhach	blassa
19659	3emrek jerebti tmarki chi bit coffra	tmarki, bit
19673	3emrek jerebti t2ehhel fer9tek bchi bit fla5ar dial lmatch	bit, lmatch
19738	3emrek jerebti tseweb bo7dek site lma7al dialek	site
19772	3emrek jerebti t5sser chi tournowa	tournowa
19822	3emrek jerebti t5eli solde dialek wa3er	solde
19834	3emrek jerebti t5ebba 3la lboliss	lboliss
19899	3emrek jerebti te5aatre9 chi site dial berra	site
19914	3emrek jerebti testehlek had new3 dial cheklat	cheklat
19921	3emrek jerebti tchweh fchi blassa besbab wa7ed z3em 3lik	blassa
19983	3emrek jerebti towwe9 chu blassa 9ed haka	blassa
20033	3emrek jerebti dir chi tournowa bach di lihom lflouss fla5ar	tournowa
20069	3emrek jerebti chiyyer 3la chi wa7ed b7ejra ta5eyyeb ou chedouk lboliss	lboliss
20071	3emrek jerebti twde3 b7al had sek3a fchi blassa s5ouna	blassa
20082	3emrek jerebti tbelle5 lboliss bach tele3ha 3lihom	lboliss
20230	koun ghir 9dert n mchi ldak sbitar walakin 5ali	sbitar
20238	koun ghir 9dert n 5tsre9 dak site	site
20280	koun ghir 9dert n rezervi lik fdak l2otel walakin rah 3amer	rezervi, l2otel
20338	koun ghir 9dert n jmme3 ga7 7wayji fhad lbaliza	lbaliza
20402	koun ghir 9dert n stoki bezzaf men lmazout ou n3awed fih lbi3	stoki, lmazout
20505	koun ghir 9dert n jib lik chi cado zwin	cado
20564	3lach mabghitich t mender fhad lblassa chjkon b7alek jay liha	lblassa
20577	3lach mabghitich t charji tilifounek	charji, tilifounek
20595	3lach mabghitich t dir chwiya dial tes5inat 9bel mn lmatch	lmatch
20678	3lach mabghitich t 9bet dak sak li le7t lik	sak
20818	3lach mabghitich t 5tare9 site dial hadak lbernamej	site
20832	3lach mabghitich t stehlek ga3 had lkimiya dial lmazout	lmazout
20873	tanfkker wach had lblassa mzyana l safar	lblassa
20885	tanfkker wach had lblassa khatira	lblassa
20886	tanfkker wach had lblassa aamina	lblassa
20904	tanfkker wach n9dr nseyed l7out f had lblassa	lblassa
20910	tanfkker wach ntbadel m3ah lblassa	lblassa
20957	3lach mabghitich t rezervi fchi 2otel 3a lb7er wach 7it 3amrin	rezervi, 2otel
20999	3lach mabghitich t 9aabelni fdik lblassa yakma 7it 3amra chmakriya	lblassa
21030	3lach mabghitich t 3ddel fdak site	site
21054	tanfkker wach 9ellellou lblayss had l3am	lblayss
21071	tanfkker wach zda8erat had lblassa	lblassa
21080	tanfkker wach aytowwe9ou had lblassa b l bouliss	lblassa, bouliss
21086	tanfkker wach khassni nghader had lblassa	lblassa
21091	tanfkker wach n9dr nkssiri f had lblassa	nkssiri, lblassa
21103	tanfkker wach nched had lblassa	lblassa
21106	tanfkker wach aybghi ijerreb had lblassa	lblassa
21107	tanfkker wach atkhl3ou had lblassa	lblassa
21187	ma 7tetitch zit l3od lhiha 7it mchemcha dik lblassa	lblassa
21200	3lach mabghitich tbelle5 lboliss bdkchi li w9e3	lboliss
21273	tanfkker wach fayt chtarket f had lblassa	lblassa
21321	tanfkker wach had lblassa khassa b chi wa7d	lblassa
21346	tanfkker wach telephone ayched lia charge	telephone, charge
21348	tanfkker wach zle9 f l piscine	piscine
21362	tanfkker wach aykhsserou f had lmatch	lmatch
21431	kantsenna fik t zid ftaman 3ada ana ndir solde	solde
21445	kantsenna fik t 5tare9 dak site	site
21540	sir rezervi safar dialk	rezervi
21582	kantsenna fik t rezervi fchi 2otel btaman zwin	rezervi, 2otel
21643	sir 9lb 3la chi blassa zwina	blassa
21752	kantsenna fik t 3ddel l3omla dial site	site
21776	kantsenna fik t dowwer bhadik lblassa chwak bach mayd5elch liha l7wayanwat	lblassa
21806	kantsenna fik t wgueff liya dik la carte	carte
21807	kantsenna fik t 5wa lik dik lblassa fl2otel	lblassa, l2otel
21812	kantsenna fik trbe7 dik tournowa	tournowa
21813	kantsenna fik tbelle5 lboliss bhad chefra	lboliss
21861	khlini ntleb cridi	cridi
21976	kantsenna fik t bni chi piscine fdar	piscine
22092	yallah rje3t men sbitar	sbitar
22104	yallah rje3t men tiran	tiran
22158	mabghitich t 3oum fchi blassa mafihach l7edd	blassa
22178	mabghitich t charji dak sendo9 bel5edra	charji
22246	khlini ncharji l pc b3da	ncharji, pc
22253	khlini ntfi telephone	telephone
22350	bla matbeddel telephone	telephone
22351	bla mat7awel tmarki	tmarki
22396	bla matdkhol l had lblassa	lblassa
22474	mabghitich t d5el sbitar	sbitar
22616	bla ma tkri f had lblassa	lblassa
22618	bla ma tmchi l had sbitar	sbitar
22628	bla ma twgf f had lblassa	lblassa
22679	bla ma tmarki 3lih	tmarki
22703	mabghitich t stafzz dak ljomhor fwest lmatch	lmatch
22747	bla ma tmse7 had tabla	tabla
22942	m3ach ml33ob lmatch	lmatch
22958	mais telephone dyali mafihch l3arbiya	telephone
23049	lkhot siro diro chi master akhor	master
23083	momkin site afk	site
23158	wah 3ala blan	blan
23169	mxa sbitar	sbitar
23295	3xran xhal ba9i lmatch	lmatch
23352	kaytel3oha f site	site
23353	ila knti dГ©jГ  msejel f site	site
23355	ila ma msejelch f site m'a ymkench lik tdfe3	site
23358	hta la carte 	carte
23359	sm3t la carte makhasehach tscana	carte, tscana
23362	ok merci la carte deux fas kighandir ntelechargiha 	carte, ntelechargi
23369	xof sa7bi ma blan ma wlo	blan
23417	diri ghi telefon 3adi	telefon
23419	db rah 3andi ghi telefon 3adi	telefon
23453	tlgha lmatch	lmatch
23642	wrah direct lmatch	direct, lmatch
23702	lmatch dyal madrid	lmatch
23793	wlmhm lmatch f l9odss	lmatch
24120	ghdi jib lik la carte	carte
24152	lina f chi garaj	garaj
24232	ana 5arj db ndih nxarji lik telefon	telefon, nxarji
24237	3lax diriya binti ditha sbitar	sbitar
24239	d5alt 3andhom sbitar 3amir	sbitar
24375	telefon ta7	telefon
24454	kifach nakhod kridi	kridi
24513	loh lforma	lforma
24549	bdalt telephone	telephone
24566	wach blassa mrawja	blassa
24643	khalit telefon ytxrja	telefon, ytxrja
24647	lcar rah 9rib yakhraj	lcar
24672	5alit tobsil fo9 tabla	tabla
24772	wach katwesel lhad lblassa 	lblassa
24792	lma7al kan 3endhom solde 9ssir 3la chi produiyat	solde, produiyat
24805	kifach katweed rassek lpiplantiyat li 5aliban katbedel lmatch kamel 	lpiplantiyat, lmatch
24820	ljomhor t3eda 3la tiran kamel	tiran
24830	ba9i 3a9el mli kant l3a9a moujouda koula mra msafrin lblassa	lblassa
24888	5assni nmchi ndfe3 la carte flcoumissariat	carte, lcoumissariat
24893	t9der tmchi tjib liya chi dwa dial rass rahoma lflouss m7toutin fo9 tabla	tabla
24895	3endi wa7ed rservation fhad lhotel 3fak bhad smiya	rservation, lhotel
24896	lbare7 lwalid jatou 2ezma 9albiya walakin l7amdolah dinah sbitar ou daba howa bi5ir	sbitar
24904	mchit 5dit credit bach ndfe3 lwa7ed dar ou nb9a tabe3 traita	credit, traita
24905	9le3 ch7al dial lflouss jebt mn had site	site
24930	walakin bnisba ltaman chof 5andir m3ak credit bchwiya bchwiya	credit
24937	tswira makayban fiha walo walakin wa7eed 3chiri wrani wa7ed site kikounou fih tonobilat deja drou accident	site, tonobilat, accident
24985	ana fiya jou3yallah nmchiw lchi blassa 9riba man9derch nsber 3la had jou3	blassa
25038	salam 3afak wach lhotel fih la salle	lhotel, salle
25039	darori a sidi kayna la salle walakin 5assek t5less kter bach td5el liha	salle
25040	wa5a ou imta 7ala la salle	salle
25085	ah darori jme3t kolchi 5ayf ghir lankoun fayt l3bar dial lbaliza tan3ebrou flmatar ma3endich mizan	lbaliza
25149	bnisba lhadou ila b9it 3a9el kanou bteltemya dirham walakin lyouma solde fiohom tlatin flemya ya3ni dayrin miytin dirham	solde
25175	l3ouman flber 7ssen mn l3ouman fla piscine	piscine
25194	matnsach t9oul lia wach rje3 signal	signal
25218	ewa a sidi knt kan9eleb ou kanden l9it a7ssen blassa nmchiw liha wa7ed lmdina fjbal	blassa
25221	wa blan hada ach ban lik imta	blan
25230	ah ou mn na7it lblassa li 5angelssou fiha wach 5alya	lblassa
25231	l9it chi blayss tamanhom me39oul	blayss
25328	ma7edou kayn solde 5ant9eda ga3 dkchi li m7tajou	solde
25349	makayn la solde la walo ghir lkdoub	solde
25376	kat3rf chi blassa zwina nakoul fiha	blassa
25399	had tabla mherssa	tabla
25476	3eytou liya lboliss 7it chakin fiya kanchfer l3yalat	lboliss
25487	marchi 3amer bs7ab berra	marchi
25547	anchri tickiat dial lmatch	tickiat, lmatch
25550	7bssouni f dkhla dial tiran	tiran
25551	tiran 3amr bezzaf	tiran
25566	chehrayn ou houma sadin tiran	tiran
25567	nad chaghab f had lmatch	lmatch
25572	fin ja sbitar 3afak	sbitar
25608	lmotor dial lcar fih sda3	lmotor, lcar
25616	3yet lkatiba 3tati rendez vous b3id	rendez vous
25728	kandwi m3ak nta lmessage lik	lmessage
25744	wa7ed chemkar hezouh lboliss 7it kaybi3 lmoghadirat	lboliss
25775	dak telephone diali	telephone
25792	tonibilti 3rida mat9dhach had lblassa	tonibilti, lblassa
25797	khti s7i7a katmchi l la salle	salle
25912	had lweekend 7fedt jouj mawad	lweekend
25916	bladna fiha bezzaf dial lblayss zwinin	lblayss
26002	sjel liya smiti bghit ndir la carte mli yji dewri 3yet liya	carte
26009	wa7ed dri sa7bi kan kidir ski zle9 ou ta7 3la rassou	ski
26014	ch7al t3etelt 3la rendez vous dial tbib ta mcha liya dewri	rendez vous
26065	mn nhar li lboliss 3erfo chkon had nsab ou howa 5aber	lboliss
26100	sonat yallah nrej3o l9issm 9bel maysed 3lina l2ostad l9issem	sonat
